recipe_title,subcategory,ingredients,directions,num_ingredients,num_steps,est_prep_time_min,est_cook_time_min,dietary_profile,healthiness_score,health_level
Easy Linguine with White Clam Sauce,Linguine,"[""1 (16 ounce) package linguine pasta"", ""1 tablespoon olive oil"", ""3 cloves garlic, minced"", ""2 (6.5 ounce) cans minced clams, with juice"", ""¼ cup clam juice"", ""1 tablespoon chopped fresh parsley"", ""salt to taste"", ""ground black pepper to taste""]","[""Cook linguine in a large pot of salted boiling water until al dente."", ""Meanwhile, cook olive oil and garlic in a medium saucepan over medium heat until garlic is fragrant. Add chopped clams, clam juice, and parsley. Add salt and ground black pepper to taste. Bring to a boil. Lower heat and simmer for 3 minutes."", ""Toss pasta with clam sauce. Serve warm.""]",8,3,18,46,"[""vegan"", ""nut_free"", ""halal""]",70,moderate
Clam Linguine,Linguine,"[""¼ cup olive oil"", ""¼ cup butter"", ""3 cloves garlic, crushed"", ""3 large tomatoes, diced"", ""½ cup chopped fresh parsley"", ""1 (6.5 ounce) can minced clams, with juice"", ""½ pound fresh linguine pasta"", ""½ cup freshly grated Parmesan cheese""]","[""In a medium skillet over medium heat, heat olive oil and butter. Add tomatoes, parsley, and garlic; simmer and let reduce, about 5 minutes. Add some clam juice if the sauce reduces too much."", ""Meanwhile, bring a large pot of lightly salted water to a boil. Add pasta and cook for 3 minutes or until al dente; drain."", ""Add pasta and clams to the skillet and heat through; top with Parmesan cheese and serve immediately.""]",8,3,17,53,"[""nut_free"", ""halal""]",64,moderate
Instant Pot Creamy Pasta with Chicken Thighs and Mushrooms,Linguine,"[""2 tablespoons butter"", ""1 ½ pounds boneless skinless chicken thighs, cut into bite-size pieces"", ""1 (16 ounce) package sliced baby bella mushrooms"", ""4 cloves garlic, minced"", ""½ teaspoon dried rosemary"", ""½ teaspoon dried thyme"", ""3 cups chicken stock"", ""1 teaspoon salt"", ""½ teaspoon ground black pepper"", ""½ teaspoon garlic powder"", ""¼ teaspoon onion powder"", ""1 (12 ounce) package uncooked linguine pasta, broken in half"", ""1 (8 ounce) package cream cheese, cubed"", ""½ cup shredded Parmesan cheese"", ""½ cup heavy whipping cream"", ""2 tablespoons chopped fresh parsley""]","[""Select the Sauté function on a multi-functional electric pressure cooker (such as an Instant Pot). Melt the butter in the pot. Add the chicken, mushrooms, minced garlic, rosemary, and thyme to the pot and sauté until the chicken is just starting to brown and the mushrooms are starting to soften, about 5 minutes. Push Cancel to end Sauté function, and remove the chicken and mushrooms with a slotted spoon and set aside."", ""Add the chicken stock, salt, pepper, garlic powder, and onion powder to the pot and stir with a wooden or plastic spoon, scraping the bottom of the pot to loosen any browned bits. Add linguine to the pot, making sure the noodles are all submerged in the liquid, but do not stir."", ""Return the chicken and mushrooms to the pot, placing on top of the noodles without stirring. Place the cream cheese cubes over the top of the chicken, and do not stir. Close and lock the lid, making sure the pressure/steam release switch is set to Sealing."", ""Select high pressure according to manufacturer's instructions; set timer for 6 minutes for al dente noodles, adding 1 minute if you want softer noodles. Allow 10 to 15 minutes for pressure to build."", ""Release pressure carefully using the quick-release method according to manufacturer's instructions, about 5 minutes. Unlock and remove the lid."", ""Add Parmesan cheese, heavy cream, and parsley to the pot, stirring until the cream cheese and Parmesan cheese have completely blended into the pasta sauce and any noodles that were stuck together have broken up. Let the pasta sit in the pot, stirring occasionally, until the sauce is thickened, 3 to 5 minutes, before serving.""]",16,6,27,52,"[""nut_free"", ""halal"", ""kosher""]",64,moderate
Mediterranean Pasta,Linguine,"[""1 (8 ounce) package linguine pasta"", ""3 slices bacon"", ""1 pound boneless chicken breast half, cooked and diced"", ""salt to taste"", ""1 (14.5 ounce) can peeled and diced tomatoes with juice"", ""¼ teaspoon dried rosemary"", ""⅓ cup crumbled feta cheese"", ""⅔ cup pitted black olives"", ""1 (6 ounce) can artichoke hearts, drained""]","[""Bring a large pot of lightly salted water to a boil. Add linguine and cook for 8 to 10 minutes or until al dente; drain."", ""Place bacon in a large, deep skillet. Cook over medium-high heat until evenly brown. Drain, crumble and set aside."", ""Season chicken with salt. Stir chicken with bacon in a large skillet or saucepan. Add tomatoes and rosemary, and simmer 20 minutes. Stir in feta cheese, olives and artichoke hearts and cook until heated through. Toss with fresh cooked pasta and serve warm. Garnished with extra feta if desired.""]",9,3,22,51,"[""nut_free""]",56,moderate
Lemon Pasta Sauce,Linguine,"[""1 cup beef broth"", ""1 cup heavy whipping cream"", ""4 tablespoons butter"", ""2 tablespoons fresh lemon juice"", ""1 teaspoon lemon zest"", ""1 teaspoon grated lime zest"", ""10 ounces uncooked pasta""]","[""Combine broth, cream, and butter in a large saucepan or skillet. Bring to a simmer over medium heat; cook until reduced by about half. Stir in lemon juice, lemon zest, and lime zest. Set sauce aside."", ""Bring a large pot of lightly salted water to a boil. Add pasta and cook until tender yet firm to the bite, 8 to 10 minutes; drain."", ""Add pasta to sauce and toss until well coated.""]",7,3,15,36,"[""nut_free"", ""halal"", ""kosher""]",50,moderate
Linguine with Peppers and Sausage,Linguine,"[""1 (8 ounce) package linguine pasta"", ""½ pound sweet Italian sausage, casings removed"", ""2 red bell peppers, chopped"", ""1 onion, chopped"", ""1 clove garlic, minced"", ""1 cup white wine"", ""¼ cup grated Parmesan cheese""]","[""Bring a large pot of lightly salted water to a boil. Cook linguine at a boil until tender yet firm to the bite, about 11 minutes."", ""While pasta is cooking, sauté sausage in a heavy skillet over medium-high heat until light brown, breaking up clumps with the back of a spoon. Add peppers, onion, and garlic; sauté until tender. Pour in wine and simmer until liquid is slightly reduced, about 6 minutes."", ""Drain pasta and add to the skillet. Toss to combine. Add cheese; toss to blend.""]",7,3,16,31,"[""nut_free"", ""kosher""]",64,moderate
Pasta Primavera with Lemon Caper Sauce,Linguine,"[""8 ounces linguine pasta"", ""¼ cup Crisco® Pure Olive Oil"", ""1 large red or yellow onion, chopped"", ""1 pound fresh asparagus spears, cut into 1-inch pieces"", ""1 medium yellow squash or zucchini, quartered lengthwise, sliced 1/4-inch thick"", ""1 cup frozen peas and carrots"", ""½ teaspoon coarsely ground pepper"", ""¼ teaspoon salt""]","[""Make the pasta: Bring a large pot of lightly salted water to a boil. Cook linguine at a boil until tender yet firm to the bite, about 11 minutes. Drain and keep warm in the pot until needed."", ""While the linguine is cooking, heat oil in a large skillet over medium heat. Reduce the heat to medium-low and add onion; cook until soft, about 7 minutes. Add asparagus, squash, frozen peas and carrots, pepper, and salt; cook until asparagus is crisp-tender, about 5 minutes."", ""Meanwhile, make the sauce: Melt butter in a medium saucepan over medium heat. Stir in flour and garlic until blended. Gradually whisk in chicken broth until smooth. Increase the heat to high and stir constantly until boiling. Reduce the heat to low and simmer for 5 minutes. Stir in capers and lemon juice."", ""Add vegetable mixture, sauce, and parsley to linguine; stir until well combined. Garnish individual servings with Parmesan.""]",8,4,28,103,"[""nut_free"", ""halal"", ""kosher""]",84,healthy
Easy Cremini Mushroom Pasta,Linguine,"[""½ (16 ounce) package linguine pasta"", ""3 tablespoons unsalted butter, or more as needed"", ""2 cups sliced cremini mushrooms"", ""½ cup diced onion"", ""2 cloves minced garlic"", ""1 tablespoon all-purpose flour, or more as needed"", ""1 teaspoon salt"", ""1 teaspoon ground black pepper"", ""¾ cup heavy cream"", ""2 1/2 tablespoons spreadable cheese with cracked pepper (such as Boursin)"", ""½ teaspoon ground nutmeg, or to taste""]","[""Bring a large pot of lightly salted water to a boil. Cook linguine at a boil until tender yet firm to the bite, about 11 minutes. Drain, reserving about 1 cup pasta water."", ""Meanwhile, melt butter in a saucepan over medium heat. Add mushrooms, onion, and garlic; cook until soft, about 5 minutes. Increase heat to medium-high; cook and stir until reaches a simmer. Stir in flour, stirring constantly, until any are lumps smoothed out. Season with salt and black pepper; stirring constantly. Stir in cream, then stir in cheese and nutmeg, stirring constantly. Reduce heat to medium-low; simmer until thickened, stirring every 5 minutes to prevent lumps and sticking. You may need to reduce heat to low and add more butter."", ""Stir in linguine, adding splashes of reserved pasta water until reaches desired sauce consistency.""]",11,3,28,97,"[""halal"", ""kosher""]",58,moderate
Homemade Puréed Sweet Potato Baby Food,100 Calorie Main Dishes,"[""2 sweet potatoes, peeled and halved, or more as desired"", ""water to cover""]","[""Fill a small saucepan with water; add sweet potatoes. Bring water to a boil and cook sweet potatoes until tender enough to break apart with a fork, 25 to 30 minutes."", ""Transfer sweet potatoes to a food processor or an immersion blender cup, reserving the cooking water. Blend sweet potatoes until smooth. Add 1/2 to 3/4 cup cooking water and blend until desired consistency is reached.""]",2,2,7,11,"[""vegan"", ""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",64,moderate
Broccoli and Carrot Stir Fry,100 Calorie Main Dishes,"[""5 ½ cups broccoli florets"", ""1 carrot, thinly sliced"", ""2 teaspoons water"", ""1 teaspoon cornstarch"", ""1 teaspoon chicken bouillon granules, or to taste"", ""salt to taste"", ""2 tablespoons peanut oil""]","[""Bring a large pot of lightly salted water to a boil. Add broccoli and cook uncovered until bright green, about 2 minutes. Transfer broccoli to a bowl of ice water using a slotted spoon and immerse for several minutes to stop the cooking process. Drain."", ""Bring water back to a boil in the same large pot; add sliced carrot and cook for 1 minute. Drain."", ""Mix water and cornstarch together in a bowl until smooth. Add chicken granules and salt and mix well."", ""Heat peanut oil in a wok or large skillet over high heat; saute broccoli and carrots for 2 minutes. Add cornstarch mixture; cook and stir until vegetables are coated evenly, 1 to 2 minutes.""]",7,4,19,37,"[""gluten_free"", ""halal"", ""kosher""]",72,moderate
Jicama Tortillas,100 Calorie Main Dishes,"[""1 large jicama""]","[""Wash jicama thoroughly with cool water and remove all dirt using a vegetable brush. Trim both ends of the jicama and peel with a vegetable peeler, removing all skin and tough flesh."", ""Cut jicama first in half crosswise, then cut each half into paper-thin slices using a sharp knife or the thinnest blade of a mandoline."", ""Use them immediately as crisp tortillas, or store them for up to a week in a resealable plastic bag in the fridge.""]",1,3,4,19,"[""vegan"", ""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",70,moderate
"Steamed Garlic Prawns, Chinese Style",100 Calorie Main Dishes,"[""20 large tiger prawns with shell"", ""2 tablespoons light soy sauce"", ""5 cloves garlic, minced"", ""1 teaspoon brandy""]","[""Wash prawns thoroughly and leave shells and heads on. Mix soy sauce, garlic, and brandy in a bowl. Arrange prawns on a dish, and cover with soy sauce mixture."", ""Fill a pot or wok about 1/2 full with water. Place a steamer basket over the water and bring to a boil. Place the dish with prawns onto the steamer basket. Cover wok, and steam prawns for 10 minutes, until opaque. Serve hot.""]",4,2,11,21,"[""vegan"", ""gluten_free"", ""nut_free"", ""kosher""]",68,moderate
Air Fryer Lumpia,100 Calorie Main Dishes,"[""1 tablespoon sesame oil"", ""1 pound ground pork"", ""⅓ cup chopped water chestnuts"", ""3 green onions, chopped"", ""4 tablespoons reduced-sodium soy sauce"", ""2 tablespoons rice vinegar"", ""3 cups shredded cabbage"", ""2 large carrots, grated"", ""18 lumpia wrappers"", ""olive oil cooking spray""]","[""Heat oil in a large skillet over medium-high heat. Add pork and cook until browned, about 5 minutes, breaking it into small pieces. Add water chestnuts, green onion, soy sauce, and vinegar; cook for 5 additional minutes."", ""Increase heat to high and add cabbage. Cook until cabbage is soft and liquid has evaporated, about 2 minutes. Turn off heat and stir in grated carrots. Let mixture cool for 3 minutes."", ""Preheat the air fryer to 400 degrees F (200 degrees C)."", ""Meanwhile, place a lumpia wrapper on a clean surface in a diamond shape, with one corner at the bottom. Place 2 tablespoons of filling in the wrapper. Fold up bottom half and then tightly fold in sides. Gently roll and seal with a couple drops of water. Repeat with remaining wrappers and filling."", ""Lightly mist each roll with olive oil. Arrange as many lumpia in your air fryer basket as possible without them touching. Cook in the preheated air fryer for 5 minutes. Flip and cook 3 additional minutes. Transfer to a paper towel-lined plate. Repeat with remaining lumpia.""]",10,5,29,85,"[""gluten_free"", ""nut_free""]",80,healthy
Carrot Hot Dogs,100 Calorie Main Dishes,"[""10 carrots, ends trimmed to make hot dog shape"", ""1 cup soy sauce"", ""1 cup water"", ""½ cup rice vinegar"", ""¼ cup sesame oil"", ""1 tablespoon minced fresh ginger root"", ""2 cloves garlic, minced"", ""ground black pepper to taste""]","[""Place a steamer insert into a saucepan and fill with water to just below the bottom of the steamer. Bring water to a boil. Add carrots, cover, and steam until crisp-tender, about 15 minutes. Run cold water over carrots to stop the cooking process. Transfer carrots to a storage container."", ""Whisk soy sauce, water, vinegar, sesame oil, ginger, garlic, and pepper together in a bowl; pour over carrots. Cover the container and refrigerate for at least 3 hours or longer for a more intense flavor."", ""When ready to cook, preheat an outdoor grill for medium-high heat and lightly oil the grate. Remove carrots from marinade and shake off excess. Discard remaining marinade."", ""Cook carrots on the preheated grill until the desired doneness is reached, 5 to 10 minutes.""]",8,4,21,80,"[""vegan"", ""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",70,moderate
Instant Pot Fresh Steamed Oysters with Spicy Butter,100 Calorie Main Dishes,"[""1 cup water"", ""20 fresh oysters in shells, rinsed and scrubbed clean"", ""2 teaspoons Mexican-style hot sauce (such as Valentina®)"", ""½ teaspoon dried parsley flakes"", ""4 tablespoons unsalted butter, melted""]","[""Pour water into a multifunctional pressure cooker (such as Instant Pot) and set the trivet inside. Place oysters on the trivet. Close and lock the lid. Select the Steam function according to the manufacturer's instructions; set the timer for 2 minutes. Allow 15 minutes for pressure to build."", ""Meanwhile, stir hot sauce and parsley into melted butter until well combined."", ""Release pressure using quick release according to manufacturer's directions, 3 to 5 minutes."", ""Carefully open oysters using a spoon; set on a serving plate. Spoon butter over top.""]",5,4,11,29,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",64,moderate
Jan's Copycat Version of Pizza Hut's Stuffed Crust Pizza,100 Calorie Main Dishes,"[""5 cups bread flour, divided, or as needed"", ""1 (12 fluid ounce) can or bottle warm beer"", ""¼ cup warm water"", ""3 tablespoons shortening"", ""1 tablespoon instant yeast"", ""1 tablespoon brown sugar"", ""2 teaspoons salt"", ""1 teaspoon garlic powder"", ""1 teaspoon onion powder"", ""1 tablespoon olive oil, or to taste, divided"", ""2 tablespoons cornmeal, or as needed"", ""16 sticks string cheese""]","[""Combine 4 cups bread flour, beer, water, shortening, yeast, brown sugar, salt, garlic powder, and onion powder in the bowl of a stand mixer fitted with a dough hook attachment; mix until combined. With the mixer running, add remaining flour, a little at a time, until dough pulls away from the sides of the bowl and forms into a ball, about 2 minutes."", ""Lightly grease a large bowl with 1 teaspoon olive oil. Place dough into the bowl. Cover with a clean towel and let rise until doubled in size, about 1 hour."", ""Grease 2 pizza pans with remaining 2 teaspoons olive oil; dust with cornmeal."", ""Punch dough down gently and divide into 2 equal portions. Place each portion onto a prepared pan. Cover and let rest for about 5 minutes."", ""Stretch each dough out 1 inch past the edge of the pan. If dough shrinks back when stretched, cover and let rest for 5 more minutes before stretching again."", ""Arrange 8 sticks cheese, ends touching, around the edge of 1 pan. Fold overhang over cheese and press dough to seal. Repeat with the second pan.""]",12,6,22,74,"[""nut_free"", ""kosher""]",64,moderate
Healthy Steak Stir-Fry,100 Calorie Main Dishes,"[""1 tablespoon steak sauce"", ""1 tablespoon reduced-sodium soy sauce"", ""1 tablespoon rice wine vinegar"", ""1 tablespoon brown sugar"", ""1 tablespoon sesame oil, or to taste"", ""¼ cup sliced onion"", ""1 tablespoon minced fresh ginger root"", ""1 (4 ounce) boneless beef sirloin steak, thinly sliced"", ""½ cup broccoli florets"", ""½ cup sliced fresh mushrooms"", ""1 clove garlic, minced (Optional)""]","[""Mix steak sauce, soy sauce, rice wine vinegar, and brown sugar together in a bowl until sauce is smooth."", ""Heat sesame oil in a wok or large skillet over high heat; saute onion and ginger over medium-high heat until onion is lightly browned, 2 to 3 minutes. Add steak, broccoli, mushrooms, and garlic; cook, stirring occasionally, until steak is cooked through and vegetables are soft, about 8 minutes."", ""Pour sauce over steak mixture; cook and stir until evenly coated, about 2 minutes.""]",11,3,21,34,"[""gluten_free"", ""nut_free"", ""kosher""]",70,moderate
Rice with Black Beans,100 Calorie Main Dishes,"[""1 onion, chopped"", ""1 tablespoon vegetable oil"", ""1 (14.5 ounce) can stewed tomatoes"", ""1 (15 ounce) can black beans, undrained"", ""½ teaspoon dried oregano"", ""½ teaspoon garlic powder"", ""1 cup instant white rice""]","[""In a large saucepan, cook and stir onion in oil until tender and translucent, but not brown. Add tomatoes, beans, oregano and garlic powder. Bring to boil. Stir in rice, return mixture to a boil. Reduce heat to simmer, and cover."", ""Let mixture simmer for 5 minutes. Remove pan from heat and let stand 5 minutes before serving.""]",7,2,15,57,"[""vegan"", ""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",80,healthy
Portobello Mushroom Caps and Veggies,100 Calorie Main Dishes,"[""1 tablespoon olive oil"", ""1 tablespoon garlic, peeled and minced"", ""1 onion, cut into strips"", ""1 green bell pepper, cut into strips"", ""¼ teaspoon salt"", ""4 large portobello mushroom caps""]","[""Heat olive oil in a medium skillet over medium heat. Stir in the garlic, onion, and green bell pepper. Season with salt. Cook about 5 minutes, until vegetables are tender."", ""Reduce skillet heat to low. Place mushroom caps in the skillet, cover, and cook about 5 minutes per side, until tender.""]",6,2,15,48,"[""vegan"", ""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",80,healthy
Air Fryer Chicken Fajita Taquitos,100 Calorie Main Dishes,"[""2 (4 ounce) boneless, skinless chicken breasts, cut into strips"", ""1 ¼ cups mojo criollo marinade"", ""1 pound corn tortillas"", ""1 (14 ounce) package fire-roasted peppers and onion blend (such as Trader Joe's®), thawed"", ""1 cup shredded Mexican cheese blend"", ""cooking spray""]","[""Place chicken strips in a sealable container and add marinade. Seal and allow to marinate for 2 hours."", ""Drain off marinade and discard. Heat a skillet over medium-high heat and cook chicken strips until browned, 6 to 7 minutes. Add thawed peppers and onions and cook for 2 to 3 minutes more."", ""Transfer chicken strips to a cutting board and chop into smaller pieces. Add chopped chicken back to the peppers and onions; stir to combine."", ""Preheat an heat air fryer to 370 degrees F (187 degrees C) for 5 minutes."", ""Place tortillas in a tortilla bag. Microwave 5 tortillas at a time for 30 seconds."", ""Spray each side of warmed tortillas with about 1/2 teaspoon oil and lay on a cutting board. Place 1 to 2 tablespoons chicken filling on top and sprinkle with 1 tablespoon cheese blend. Roll taquitos up tightly."", ""Place taquitos seam-side down in the air fryer basket and air fry for 5 minutes. Increase air fryer temperature to 400 degrees F (200 degrees C) and air fry for 5 minutes more.""]",6,7,26,88,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",72,moderate
Grilled Chicken Thighs with Mango-Ancho Sauce,100 Calorie Main Dishes,"[""1 large mango, peeled and diced"", ""1 tablespoon lime juice"", ""1 tablespoon honey"", ""2 teaspoons ancho chile powder"", ""½ teaspoon salt"", ""1 tablespoon rice wine vinegar"", ""1 tablespoon olive oil"", ""4 (4 ounce) bone-in chicken thighs with skin"", ""salt and ground black pepper to taste""]","[""Combine mango, lime juice, honey, ancho chile powder, and salt in the bowl of a small food processor; pulse until smooth. Remove 1/4 cup of the sauce to a small bowl and whisk in rice wine vinegar and olive oil to make a marinade. Place remaining sauce in the refrigerator."", ""Place chicken thighs in a resealable plastic bag and drizzle with mango-ancho marinade. Seal the bag and marinate in the refrigerator, 2 hours to overnight."", ""Twenty minutes before grilling, remove chicken from the marinade, letting the excess drip off. Season chicken on both sides with salt and pepper. Discard the remaining marinade."", ""Preheat an outdoor grill for medium-high heat and lightly oil the grate."", ""Place chicken on the hot grill, skin-side down, and grill for 3 to 4 minutes. Flip chicken over and grill on the other side for 3 to 4 minutes. Continue flipping every 3 to 4 minutes until an instant-read thermometer inserted near the bone read 165 degrees F (74 degrees C), 22 to 25 minutes total. Turn grill to low heat and brush both sides of the chicken with reserved mango-ancho sauce, grilling an additional 1 to 2 minutes.""]",9,5,21,112,"[""gluten_free"", ""nut_free"", ""kosher""]",66,moderate
Tia's Turkey Meatballs,100 Calorie Main Dishes,"[""2 tablespoons extra-virgin olive oil, or more as needed"", ""½ cup soy milk"", ""½ cup old-fashioned oats"", ""1 pound ground turkey"", ""1 large egg, lightly beaten"", ""¼ cup non-dairy Parmesan cheese substitute"", ""1 tablespoon parsley flakes"", ""¾ teaspoon sea salt"", ""½ teaspoon garlic powder"", ""¼ teaspoon ground nutmeg"", ""coarsely ground black pepper to taste""]","[""Preheat the oven to 450 degrees F (230 degrees C). Drizzle olive oil over a rimmed baking sheet."", ""Combine milk and oats in a small saucepan over medium heat. Cook until milk is very hot, but not boiling. Reduce heat and simmer until mixture is the consistency of oatmeal, 3 to 5 minutes. Remove from heat and let cool for 5 minutes."", ""Combine turkey, egg, Parmesan cheese substitute, parsley, garlic powder, nutmeg, and pepper in a large bowl. Add cooled oatmeal mixture. Stir with a sturdy spoon or spatula until well combined. Form into 28 meatballs and arrange on the prepared baking sheet."", ""Bake in the preheated oven, turning halfway, until cooked through and evenly browned, 25 to 30 minutes.""]",11,4,21,73,"[""gluten_free"", ""halal"", ""kosher""]",80,healthy
Honey Glazed Chicken,200 Calorie Main Dishes,"[""¼ cup honey"", ""2 tablespoons soy sauce"", ""⅛ teaspoon red pepper flakes"", ""1 ½ tablespoons olive oil"", ""2 skinless, boneless chicken breast halves, cut into bite-size pieces""]","[""Gather all ingredients."", ""Whisk honey, soy sauce, and red pepper flakes in a bowl; set aside."", ""Heat olive oil in a skillet over medium heat; cook and stir chicken in hot oil until lightly brown, about 5 minutes."", ""Pour honey mixture into the skillet; continue to cook and stir until chicken is no longer pink in the center and sauce is thickened, about 5 minutes more."", ""Serve hot and enjoy!""]",5,5,15,40,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",66,moderate
Marinated Baked Pork Chops,200 Calorie Main Dishes,"[""2 tablespoons vegetable oil"", ""2 tablespoons ketchup"", ""2 tablespoons brown sugar"", ""1 tablespoon Worcestershire sauce"", ""1 tablespoon soy sauce"", ""1 teaspoon lemon juice"", ""6 pork chops, trimmed""]","[""Preheat the oven to 350 degrees F (175 degrees C)."", ""Thoroughly blend oil, ketchup, brown sugar, Worcestershire sauce, soy sauce, and lemon juice in a small bowl."", ""Place pork chops in a medium baking dish. Pour 1/2 of the sauce over chops."", ""Bake pork chops in the preheated oven for 30 minutes. Flip chop and cover with remaining sauce. Continue baking until the internal temperature of the chops reaches 145 degrees F (63 degrees C), about 30 minutes longer.""]",7,4,13,29,"[""gluten_free"", ""nut_free""]",62,moderate
Slow Cooker Chicken Tacos,200 Calorie Main Dishes,"[""1 cup chicken broth"", ""3 tablespoons taco seasoning mix"", ""1 pound skinless, boneless chicken breasts""]","[""Gather all ingredients."", ""Combine chicken broth and taco seasoning mix in a bowl."", ""Place chicken in a slow cooker. Pour chicken broth mixture over chicken."", ""Cook on Low for 6 to 8 hours. Shred chicken with two forks.""]",3,4,10,39,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",70,moderate
Easy Baked BBQ Pork Chops,200 Calorie Main Dishes,"[""1 onion, finely chopped"", ""1 cup ketchup"", ""2 tablespoons white wine vinegar"", ""2 tablespoons honey"", ""2 tablespoons brown sugar"", ""1 tablespoon Worcestershire sauce"", ""1 tablespoon yellow mustard"", ""1 teaspoon cayenne pepper"", ""6 thin pork chops"", ""salt and ground black pepper to taste""]","[""Gather the ingredients. Preheat the oven to 425 degrees F (220 degrees C)."", ""Whisk onion, ketchup, vinegar, honey, brown sugar, Worcestershire sauce, mustard, and cayenne pepper together in a bowl until barbeque sauce is smooth."", ""Place pork chops on a baking sheet and season with salt and pepper. Top each pork chop with 2 tablespoons of barbeque sauce."", ""Bake in the preheated oven until pork chops are cooked through, about 30 minutes. An instant-read thermometer inserted into the center should read at least 145 degrees F (63 degrees C).""]",10,4,17,34,"[""gluten_free"", ""nut_free""]",66,moderate
Baked Whiting,200 Calorie Main Dishes,"[""4 whiting fish fillets"", ""½ cup milk, or as needed"", ""1 pinch garlic powder, or more to taste"", ""1 pinch onion powder, or more to taste"", ""1 pinch paprika, or more to taste"", ""salt to taste"", ""1 Roma (plum) tomato, diced"", ""4 teaspoons butter, or more to taste"", ""2 lemons, halved, or more to taste (Optional)""]","[""Preheat the oven to 350 degrees F (175 degrees C)."", ""Place whiting fillets in a baking dish and add enough milk to cover the entire bottom of the dish. Season fillets with garlic powder, onion powder, paprika, and salt. Top each fillet with at least 3 tomato pieces. Add butter to each fillet. Squeeze 1 lemon half over each fillet."", ""Bake in the preheated oven until fish flakes easily with a fork, 30 to 45 minutes.""]",9,3,14,26,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",80,healthy
Mexican Chorizo,200 Calorie Main Dishes,"[""2 pounds boneless pork butt (shoulder), cut into 3/4-inch pieces"", ""1 ½ tablespoons crushed Aleppo peppers"", ""1 ½ tablespoons chili powder"", ""4 cloves garlic, minced"", ""2 teaspoons salt"", ""1 teaspoon freshly ground black pepper"", ""½ teaspoon dried oregano"", ""½ teaspoon ground cumin"", ""¼ teaspoon ground cloves"", ""¼ teaspoon ground coriander"", ""½ cup distilled white vinegar"", ""2 tablespoons water"", ""1 teaspoon vegetable oil""]","[""Chill your meat grinder's head assembly and grinder hopper in the refrigerator for 1 hour."", ""Meanwhile, mix pork, Aleppo peppers, chili powder, garlic, salt, black pepper, oregano, cumin, cloves, and coriander together in a large bowl until thoroughly blended. Cover and refrigerate for 1 hour."", ""Fill a large bowl with ice cubes; place a smaller metal bowl onto the ice cubes to catch ground meat. Assemble the chilled meat grinder."", ""Grind pork mixture with a coarse cutting plate into the smaller metal bowl. Return ground meat to the refrigerator for 30 minutes."", ""Gently stir vinegar and water into pork mixture until thoroughly mixed. Form into 8 patties; cover and refrigerate until flavors develop, 8 hours to overnight."", ""Heat oil in a heavy skillet over medium-low heat. Pan-fry patties in batches in hot oil until browned and no longer pink in the middle, 5 to 8 minutes per side. An instant-read thermometer inserted into the centers should read at least 160 degrees F (70 degrees C).""]",13,6,24,74,"[""gluten_free"", ""nut_free""]",72,moderate
Broiled Pork Chops,200 Calorie Main Dishes,"[""¾ cup ketchup"", ""¾ cup water"", ""2 tablespoons distilled white vinegar"", ""1 tablespoon Worcestershire sauce"", ""2 teaspoons brown sugar"", ""1 teaspoon salt"", ""½ teaspoon paprika"", ""½ teaspoon chili powder"", ""⅛ teaspoon ground black pepper"", ""6 (3/4 inch) thick pork chops""]","[""Combine ketchup, water, vinegar, Worcestershire sauce, brown sugar, salt, paprika, chili powder, and pepper in a medium saucepan. Bring to a boil. Reduce heat to low; simmer, stirring occasionally, until slightly thickened, about 5 minutes. Set aside 1/2 of the sauce for serving."", ""Preheat the oven broiler. Place an oven rack 4 inches from heat."", ""Brush both sides of chops with sauce, then place on a broiling pan rack."", ""Broil chops for 4 minutes on each side. Brush with more sauce. Continue broiling, turning and basting every 3 to 4 minutes, until juices run clear. An instant-read thermometer inserted into the center should read at least 145 degrees F (63 degrees C)."", ""Serve pork chops with reserved sauce.""]",10,5,20,64,"[""gluten_free"", ""nut_free""]",62,moderate
Air Fryer Salmon for One,200 Calorie Main Dishes,"[""1 (6 ounce) salmon fillet"", ""½ teaspoon salt"", ""½ teaspoon Greek seasoning (such as Cavender's)"", ""¼ teaspoon ground black pepper"", ""1 pinch dried dill weed""]","[""Preheat the air fryer to 370 degrees F (190 degrees C) for 5 minutes."", ""Meanwhile, season salmon fillet with salt, Greek seasoning, pepper, and dill."", ""Line the air fryer basket with a perforated parchment round. Place salmon onto the parchment, skin-side down."", ""Cook salmon in the preheated air fryer until fish flakes easily with a fork, about 15 minutes.""]",5,4,9,22,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",74,moderate
